#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_007795.1	1711926	1712783	-	3919279	-	SAOUHSC_01809	YP_500314.1	285	-	acetyl-CoA carboxylase subunit beta
chr	NC_007795.1	1712978	1714207	-	3919280	-	SAOUHSC_01810	YP_500315.1	409	-	NADP-dependent malic enzyme
chr	NC_007795.1	1714657	1717854	-	3919281	-	SAOUHSC_01811	YP_500316.1	1065	-	DNA polymerase III subunit alpha superfamily protein
chr	NC_007795.1	1717875	1718816	-	3919282	-	SAOUHSC_01812	YP_500317.1	313	-	hypothetical protein SAOUHSC_01812
chr	NC_007795.1	1719077	1720375	-	3919283	-	SAOUHSC_01813	YP_500318.1	432	-	hypothetical protein SAOUHSC_01813
chr	NC_007795.1	1720580	1720993	+	3919284	-	SAOUHSC_01814	YP_500319.1	137	-	hypothetical protein SAOUHSC_01814
chr	NC_007795.1	1721298	1721987	-	3919285	-	SAOUHSC_01815	YP_500320.1	229	-	metal-dependent hydrolase
chr	NC_007795.1	1722162	1723217	+	3919286	-	SAOUHSC_01816	YP_500321.1	351	-	hypothetical protein SAOUHSC_01816
chr	NC_007795.1	1723311	1723409	-	3919287	-	SAOUHSC_01817	YP_500322.1	32	-	hypothetical protein SAOUHSC_01817
chr	NC_007795.1	1723533	1724651	-	3919288	-	SAOUHSC_01818	YP_500323.1	372	-	alanine dehydrogenase
chr	NC_007795.1	1724792	1725292	+	3919289	-	SAOUHSC_01819	YP_500324.1	166	-	hypothetical protein SAOUHSC_01819
chr	NC_007795.1	1725538	1726740	-	3919290	-	SAOUHSC_01820	YP_500325.1	400	-	acetate kinase
chr	NC_007795.1	1726828	1727775	-	3919291	-	SAOUHSC_01821	YP_500326.1	315	-	hypothetical protein SAOUHSC_01821
chr	NC_007795.1	1727898	1728392	-	3919292	tpx	SAOUHSC_01822	YP_500327.1	164	-	thiol peroxidase
chr	NC_007795.1	1728490	1729260	-	3921773	-	SAOUHSC_01823	YP_500328.1	256	-	hypothetical protein SAOUHSC_01823
chr	NC_007795.1	1729304	1730527	-	3921774	-	SAOUHSC_01824	YP_500329.1	407	-	thiamine biosynthesis protein ThiI
chr	NC_007795.1	1730527	1731675	-	3921775	-	SAOUHSC_01825	YP_500330.1	382	-	hypothetical protein SAOUHSC_01825
chr	NC_007795.1	1731824	1731964	+	3921776	-	SAOUHSC_01826	YP_500331.1	46	-	hypothetical protein SAOUHSC_01826
chr	NC_007795.1	1732038	1733732	-	3921777	-	SAOUHSC_01827	YP_500332.1	564	-	septation ring formation regulator EzrA
chr	NC_007795.1	1733869	1734333	+	3921778	-	SAOUHSC_01828	YP_500333.1	154	-	GAF domain-containing protein
chr	NC_007795.1	1734577	1735179	+	3921779	rpsD	SAOUHSC_01829	YP_500334.1	200	-	30S ribosomal protein S4
chr	NC_007795.1	1735395	1736138	-	3921780	-	SAOUHSC_01830	YP_500336.1	247	-	hypothetical protein SAOUHSC_01830
chr	NC_007795.1	1736218	1736664	+	3921781	-	SAOUHSC_01831	YP_500337.1	148	-	hypothetical protein SAOUHSC_01831
chr	NC_007795.1	1736778	1737938	+	3921782	-	SAOUHSC_01832	YP_500338.1	386	-	hypothetical protein SAOUHSC_01832
chr	NC_007795.1	1737925	1739529	+	3921783	-	SAOUHSC_01833	YP_500339.1	534	-	D-3-phosphoglycerate dehydrogenase
chr	NC_007795.1	1739623	1739718	+	3921784	-	SAOUHSC_01834	YP_500340.1	31	-	hypothetical protein SAOUHSC_01834
chr	NC_007795.1	1739679	1740809	-	3921785	-	SAOUHSC_01835	YP_500341.1	376	-	hypothetical protein SAOUHSC_01835
chr	NC_007795.1	1740916	1742382	-	3921786	-	SAOUHSC_01836	YP_500342.1	488	-	hypothetical protein SAOUHSC_01836
chr	NC_007795.1	1742510	1743127	-	3921787	-	SAOUHSC_01837	YP_500343.1	205	-	1-acyl-sn-glycerol-3-phosphate acyltransferase domain-containing protein
chr	NC_007795.1	1743299	1744573	+	3921788	-	SAOUHSC_01838	YP_500344.1	424	-	hypothetical protein SAOUHSC_01838
chr	NC_007795.1	1744667	1745929	-	3921789	-	SAOUHSC_01839	YP_500345.1	420	-	tyrosyl-tRNA synthetase
chr	NC_007795.1	1746311	1747216	+	3921790	-	SAOUHSC_01840	YP_500346.1	301	-	transglycosylase domain-containing protein
chr	NC_007795.1	1747196	1747288	-	3921791	-	SAOUHSC_01841	YP_500347.1	30	-	hypothetical protein SAOUHSC_01841
chr	NC_007795.1	1747419	1750106	-	3920522	-	SAOUHSC_01843	YP_500348.1	895	-	hypothetical protein SAOUHSC_01843
chr	NC_007795.1	1750105	1750194	+	3920523	-	SAOUHSC_01844	YP_500349.1	29	-	hypothetical protein SAOUHSC_01844
chr	NC_007795.1	1750440	1752107	-	3920524	-	SAOUHSC_01845	YP_500350.1	555	-	formate--tetrahydrofolate ligase
chr	NC_007795.1	1752547	1754253	-	3920525	-	SAOUHSC_01846	YP_500351.1	568	-	acetyl-CoA synthetase
chr	NC_007795.1	1754422	1755054	+	3920526	-	SAOUHSC_01847	YP_500352.1	210	-	hypothetical protein SAOUHSC_01847
chr	NC_007795.1	1755079	1756248	+	3920527	-	SAOUHSC_01849	YP_500353.1	389	-	hypothetical protein SAOUHSC_01849
chr	NC_007795.1	1756346	1757335	-	3920528	-	SAOUHSC_01850	YP_500354.1	329	-	catabolite control protein A
chr	NC_007795.1	1757408	1757521	-	3920529	-	SAOUHSC_01851	YP_500355.1	37	-	hypothetical protein SAOUHSC_01851
chr	NC_007795.1	1757875	1758966	-	3920530	-	SAOUHSC_01852	YP_500356.1	363	-	bifunctional 3-deoxy-7-phosphoheptulonate synthase/chorismate mutase
chr	NC_007795.1	1759427	1759531	-	3920531	-	SAOUHSC_01853	YP_500357.1	34	-	hypothetical protein SAOUHSC_01853
chr	NC_007795.1	1759666	1761183	-	3920532	-	SAOUHSC_01854	YP_500358.1	505	-	hypothetical protein SAOUHSC_01854
chr	NC_007795.1	1761257	1761748	-	3920533	-	SAOUHSC_01855	YP_500359.1	163	-	hypothetical protein SAOUHSC_01855
chr	NC_007795.1	1761822	1763135	-	3920534	murC	SAOUHSC_01856	YP_500360.1	437	-	UDP-N-acetylmuramate--L-alanine ligase
chr	NC_007795.1	1763159	1766983	-	3920535	-	SAOUHSC_01857	YP_500361.1	1274	-	hypothetical protein SAOUHSC_01857
chr	NC_007795.1	1767004	1767600	-	3920536	-	SAOUHSC_01858	YP_500362.1	198	-	hypothetical protein SAOUHSC_01858
chr	NC_007795.1	1767629	1768486	-	3920537	-	SAOUHSC_01859	YP_500363.1	285	-	hypothetical protein SAOUHSC_01859
chr	NC_007795.1	1768586	1768897	-	3920538	-	SAOUHSC_01860	YP_500364.1	103	-	hypothetical protein SAOUHSC_01860
chr	NC_007795.1	1768962	1770038	-	3920539	-	SAOUHSC_01861	YP_500365.1	358	-	hypothetical protein SAOUHSC_01861
chr	NC_007795.1	1770125	1770436	+	3920540	-	SAOUHSC_01863	YP_500366.1	103	-	hypothetical protein SAOUHSC_01863
chr	NC_007795.1	1770561	1771403	-	3920541	-	SAOUHSC_01864	YP_500367.1	280	-	hypothetical protein SAOUHSC_01864
chr	NC_007795.1	1771873	1772517	-	3921754	trmB	SAOUHSC_01865	YP_500368.1	214	-	tRNA (guanine-N(7)-)-methyltransferase
chr	NC_007795.1	1772532	1773257	-	3921755	-	SAOUHSC_01866	YP_500369.1	241	-	hypothetical protein SAOUHSC_01866
chr	NC_007795.1	1773873	1774721	-	3921756	-	SAOUHSC_01867	YP_500370.1	282	-	D-alanine aminotransferase
chr	NC_007795.1	1774725	1776134	-	3921757	-	SAOUHSC_01868	YP_500371.1	469	-	dipeptidase PepV
chr	NC_007795.1	1776998	1777420	-	3921758	-	SAOUHSC_01869	YP_500372.1	140	-	hypothetical protein SAOUHSC_01869
chr	NC_007795.1	1777437	1778132	-	3921759	-	SAOUHSC_01870	YP_500373.1	231	-	ribosomal small subunit pseudouridine synthase A
chr	NC_007795.1	1778129	1779790	-	3921760	-	SAOUHSC_01871	YP_500374.1	553	-	polysaccharide biosynthesis protein
chr	NC_007795.1	1780197	1781465	+	3921761	-	SAOUHSC_01872	YP_500375.1	422	-	hypothetical protein SAOUHSC_01872
chr	NC_007795.1	1781582	1788142	-	3921762	-	SAOUHSC_01873	YP_500376.1	2186	-	hypothetical protein SAOUHSC_01873
chr	NC_007795.1	1788485	1788796	-	3921763	-	SAOUHSC_01874	YP_500377.1	103	-	hypothetical protein SAOUHSC_01874
chr	NC_007795.1	1788818	1791235	-	3921764	leuS	SAOUHSC_01875	YP_500378.1	805	-	leucyl-tRNA synthetase
chr	NC_007795.1	1791523	1792704	-	3921765	-	SAOUHSC_01876	YP_500379.1	393	-	hypothetical protein SAOUHSC_01876
chr	NC_007795.1	1792814	1793767	+	3921766	-	SAOUHSC_01877	YP_500380.1	317	-	hypothetical protein SAOUHSC_01877
chr	NC_007795.1	1793764	1794327	+	3921767	-	SAOUHSC_01878	YP_500381.1	187	-	hypothetical protein SAOUHSC_01878
chr	NC_007795.1	1794447	1794848	-	3921768	-	SAOUHSC_01879	YP_500382.1	133	-	virulence factor regulator protein
chr	NC_007795.1	1796427	1797254	-	3921771	-	SAOUHSC_01882	YP_500385.1	275	-	hypothetical protein SAOUHSC_01882
chr	NC_007795.1	1797257	1797376	-	3921772	-	SAOUHSC_01883	YP_500386.1	39	-	hypothetical protein SAOUHSC_01883
chr	NC_007795.1	1797488	1798489	+	3920833	-	SAOUHSC_01884	YP_500387.1	333	-	hypothetical protein SAOUHSC_01884
chr	NC_007795.1	1798611	1799075	-	3920834	ribH	SAOUHSC_01886	YP_500388.1	154	-	6,7-dimethyl-8-ribityllumazine synthase
chr	NC_007795.1	1799088	1800269	-	3920835	-	SAOUHSC_01887	YP_500389.1	393	-	riboflavin biosynthesis protein
chr	NC_007795.1	1800280	1800912	-	3920836	-	SAOUHSC_01888	YP_500390.1	210	-	riboflavin synthase subunit alpha
chr	NC_007795.1	1800919	1801923	-	3920837	-	SAOUHSC_01889	YP_500391.1	334	-	riboflavin biosynthesis protein RibD
chr	NC_007795.1	1802443	1803945	-	3920838	-	SAOUHSC_01890	YP_500392.1	500	-	hypothetical protein SAOUHSC_01890
chr	NC_007795.1	1804468	1804782	+	3920839	-	SAOUHSC_01891	YP_500393.1	104	-	arsenate operon regulator
chr	NC_007795.1	1804782	1806074	+	3920840	-	SAOUHSC_01893	YP_500394.1	430	-	Ars family arsenical pump
chr	NC_007795.1	1806092	1806487	+	3920841	-	SAOUHSC_01894	YP_500395.1	131	-	arsenate reductase
chr	NC_007795.1	1806782	1807636	-	3920842	-	SAOUHSC_01895	YP_500396.1	284	-	hypothetical protein SAOUHSC_01895
chr	NC_007795.1	1807912	1808136	-	3920843	-	SAOUHSC_01896	YP_500397.1	74	-	hypothetical protein SAOUHSC_01896
chr	NC_007795.1	1808335	1808805	+	3920844	-	SAOUHSC_01897	YP_500398.1	156	-	hypothetical protein SAOUHSC_01897
chr	NC_007795.1	1808918	1809361	+	3920845	-	SAOUHSC_01898	YP_500399.1	147	-	hypothetical protein SAOUHSC_01898
chr	NC_007795.1	1809348	1809791	-	3920846	-	SAOUHSC_01899	YP_500400.1	147	-	hypothetical protein SAOUHSC_01899
chr	NC_007795.1	1810087	1810722	+	3920847	-	SAOUHSC_01900	YP_500401.1	211	-	hypothetical protein SAOUHSC_01900
chr	NC_007795.1	1811162	1811875	-	3920848	-	SAOUHSC_01901	YP_500402.1	237	-	putative translaldolase
chr	NC_007795.1	1812135	1812437	+	3920849	-	SAOUHSC_01902	YP_500403.1	100	-	hypothetical protein SAOUHSC_01902
chr	NC_007795.1	1812693	1813058	+	3920850	-	SAOUHSC_01903	YP_500404.1	121	-	camphor resistance protein CrcB
chr	NC_007795.1	1813055	1813408	+	3920851	-	SAOUHSC_01904	YP_500405.1	117	-	hypothetical protein SAOUHSC_01904
chr	NC_007795.1	1815492	1816325	-	3921049	-	SAOUHSC_01907	YP_500408.1	277	-	hypothetical protein SAOUHSC_01907
chr	NC_007795.1	1816537	1817445	-	3921050	-	SAOUHSC_01908	YP_500409.1	302	-	hypothetical protein SAOUHSC_01908
chr	NC_007795.1	1817570	1818763	-	3921051	-	SAOUHSC_01909	YP_500410.1	397	-	S-adenosylmethionine synthetase
chr	NC_007795.1	1819134	1820726	+	3921052	-	SAOUHSC_01910	YP_500411.1	530	-	phosphoenolpyruvate carboxykinase
chr	NC_007795.1	1820862	1821347	-	3921053	-	SAOUHSC_01911	YP_500412.1	161	-	IS200 family transposase
chr	NC_007795.1	1821722	1822468	-	3921054	-	SAOUHSC_01912	YP_500413.1	248	-	hypothetical protein SAOUHSC_01912
chr	NC_007795.1	1822473	1822946	-	3921055	-	SAOUHSC_01913	YP_500414.1	157	-	hypothetical protein SAOUHSC_01913
chr	NC_007795.1	1823012	1823269	+	3921056	-	SAOUHSC_01914	YP_500415.1	85	-	hypothetical protein SAOUHSC_01914
chr	NC_007795.1	1823266	1824267	-	3921057	-	SAOUHSC_01915	YP_500416.1	333	-	hypothetical protein SAOUHSC_01915
chr	NC_007795.1	1824272	1825750	-	3921058	-	SAOUHSC_01916	YP_500417.1	492	-	o-succinylbenzoic acid--CoA ligase
chr	NC_007795.1	1825909	1826364	-	3921059	-	SAOUHSC_01917	YP_500418.1	151	-	hypothetical protein SAOUHSC_01917
chr	NC_007795.1	1826667	1827317	+	3921060	-	SAOUHSC_01918	YP_500419.1	216	-	hypothetical protein SAOUHSC_01918
chr	NC_007795.1	1827398	1828393	+	3921061	-	SAOUHSC_01919	YP_500420.1	331	-	hypothetical protein SAOUHSC_01919
chr	NC_007795.1	1828469	1829095	+	3921062	-	SAOUHSC_01920	YP_500421.1	208	-	hypothetical protein SAOUHSC_01920
chr	NC_007795.1	1829136	1829480	+	3921063	-	SAOUHSC_01921	YP_500422.1	114	-	hypothetical protein SAOUHSC_01921
chr	NC_007795.1	1829578	1830129	+	3921064	-	SAOUHSC_01922	YP_500423.1	183	-	hypothetical protein SAOUHSC_01922
chr	NC_007795.1	1830347	1830988	-	3921065	-	SAOUHSC_01923	YP_500424.1	213	-	hypothetical protein SAOUHSC_01923
chr	NC_007795.1	1831102	1831287	-	3921066	-	SAOUHSC_01924	YP_500425.1	61	-	hypothetical protein SAOUHSC_01924
chr	NC_007795.1	1831289	1831465	-	3921009	-	SAOUHSC_01925	YP_500426.1	58	-	hypothetical protein SAOUHSC_01925
chr	NC_007795.1	1831476	1831859	-	3921010	-	SAOUHSC_01926	YP_500427.1	127	-	hypothetical protein SAOUHSC_01926
chr	NC_007795.1	1832463	1832606	-	3921012	-	SAOUHSC_01928	YP_500429.1	47	-	transposase family protein
chr	NC_007795.1	1833027	1833128	+	3921013	-	SAOUHSC_01929	YP_500430.1	33	-	hypothetical protein SAOUHSC_01929
chr	NC_007795.1	1833476	1833835	-	3921014	-	SAOUHSC_01930	YP_500431.1	119	-	hypothetical protein SAOUHSC_01930
chr	NC_007795.1	1834373	1838485	-	3921015	-	SAOUHSC_01931	YP_500432.1	1370	-	hypothetical protein SAOUHSC_01931
chr	NC_007795.1	1839335	1840534	-	3921016	-	SAOUHSC_01932	YP_500433.1	399	-	type I restriction-modification system subunit S
chr	NC_007795.1	1840527	1842266	-	3921017	-	SAOUHSC_01933	YP_500434.1	579	-	type I restriction-modification system subunit M
chr	NC_007795.1	1842247	1842381	-	3921018	-	SAOUHSC_01934	YP_500435.1	44	-	hypothetical protein SAOUHSC_01934
chr	NC_007795.1	1842446	1843165	-	3921019	-	SAOUHSC_01935	YP_500436.1	239	-	serine protease SplF
chr	NC_007795.1	1843316	1844032	-	3921020	-	SAOUHSC_01936	YP_500437.1	238	-	serine protease SplE
chr	NC_007795.1	1844134	1844241	+	3921021	-	SAOUHSC_01937	YP_500438.1	35	-	hypothetical protein SAOUHSC_01937
chr	NC_007795.1	1844190	1844909	-	3921022	-	SAOUHSC_01938	YP_500439.1	239	-	serine protease SplD
chr	NC_007795.1	1845030	1845749	-	3921023	-	SAOUHSC_01939	YP_500440.1	239	-	serine protease SplC
chr	NC_007795.1	1845807	1846529	-	3921024	-	SAOUHSC_01941	YP_500441.1	240	-	serine protease SplB
chr	NC_007795.1	1846654	1847361	-	3921025	-	SAOUHSC_01942	YP_500442.1	235	-	serine protease SplA
chr	NC_007795.1	1848325	1848891	+	3921027	-	SAOUHSC_01944	YP_500444.1	188	-	hypothetical protein SAOUHSC_01944
chr	NC_007795.1	1849365	1850063	-	3921028	-	SAOUHSC_01945	YP_500445.1	232	-	hypothetical protein SAOUHSC_01945
chr	NC_007795.1	1850060	1850821	-	3920892	-	SAOUHSC_01947	YP_500446.1	253	-	hypothetical protein SAOUHSC_01947
chr	NC_007795.1	1850818	1851510	-	3920893	-	SAOUHSC_01948	YP_500447.1	230	-	ABC transporter
chr	NC_007795.1	1851533	1852906	-	3920894	-	SAOUHSC_01949	YP_500448.1	457	-	intracellular serine protease
chr	NC_007795.1	1852916	1853434	-	3920895	-	SAOUHSC_01950	YP_500449.1	172	-	flavoprotein EpiD
chr	NC_007795.1	1853450	1854694	-	3920896	-	SAOUHSC_01951	YP_500450.1	414	-	epidermin biosynthesis protein EpiC
chr	NC_007795.1	1854687	1857680	-	3920897	-	SAOUHSC_01952	YP_500451.1	997	-	lantibiotic epidermin biosynthesis protein EpiB
chr	NC_007795.1	1857745	1857888	-	3920898	-	SAOUHSC_01953	YP_500452.1	47	-	gallidermin superfamily epiA protein
chr	NC_007795.1	1859010	1859993	-	3920899	-	SAOUHSC_01954	YP_500453.1	327	-	leukotoxin LukD
chr	NC_007795.1	1859995	1860900	-	3920900	-	SAOUHSC_01955	YP_500454.1	301	-	leukotoxin LukE
chr	NC_007795.1	1861729	1862268	+	3920901	-	SAOUHSC_01956	YP_500455.1	179	-	hypothetical protein SAOUHSC_01956
chr	NC_007795.1	1862281	1863069	+	3920902	-	SAOUHSC_01957	YP_500456.1	262	-	hypothetical protein SAOUHSC_01957
chr	NC_007795.1	1865526	1866080	-	3920903	-	SAOUHSC_01958	YP_500457.1	184	-	hypothetical protein SAOUHSC_01958
chr	NC_007795.1	1866403	1867803	-	3920905	-	SAOUHSC_01960	YP_500459.1	466	-	protoporphyrinogen oxidase
chr	NC_007795.1	1867827	1868750	-	3920906	hemH	SAOUHSC_01961	YP_500460.1	307	-	ferrochelatase
chr	NC_007795.1	1868808	1869845	-	3920907	hemE	SAOUHSC_01962	YP_500461.1	345	-	uroporphyrinogen decarboxylase
chr	NC_007795.1	1869835	1869945	-	3920908	-	SAOUHSC_01963	YP_500462.1	36	-	hypothetical protein SAOUHSC_01963
chr	NC_007795.1	1870108	1870611	+	3920909	-	SAOUHSC_01964	YP_500463.1	167	-	hypothetical protein SAOUHSC_01964
chr	NC_007795.1	1870735	1871958	-	3920910	-	SAOUHSC_01966	YP_500464.1	407	-	hypothetical protein SAOUHSC_01966
chr	NC_007795.1	1871951	1872691	-	3920444	-	SAOUHSC_01967	YP_500465.1	246	-	ABC transporter ATP-binding protein
chr	NC_007795.1	1872825	1873247	+	3920445	-	SAOUHSC_01968	YP_500466.1	140	-	hypothetical protein SAOUHSC_01968
chr	NC_007795.1	1873389	1873754	+	3920446	-	SAOUHSC_01969	YP_500467.1	121	-	hypothetical protein SAOUHSC_01969
chr	NC_007795.1	1874487	1875044	+	3920447	-	SAOUHSC_01971	YP_500468.1	185	-	hypothetical protein SAOUHSC_01971
chr	NC_007795.1	1875249	1876211	+	3920448	-	SAOUHSC_01972	YP_500469.1	320	-	protein export protein PrsA
chr	NC_007795.1	1876332	1877273	-	3920449	-	SAOUHSC_01973	YP_500470.1	313	-	3\'-5\' exoribonuclease YhaM
chr	NC_007795.1	1877270	1880206	-	3920450	-	SAOUHSC_01974	YP_500471.1	978	-	hypothetical protein SAOUHSC_01974
chr	NC_007795.1	1880196	1881392	-	3920451	-	SAOUHSC_01975	YP_500472.1	398	-	hypothetical protein SAOUHSC_01975
chr	NC_007795.1	1881683	1881781	-	3920452	-	SAOUHSC_01976	YP_500473.1	32	-	hypothetical protein SAOUHSC_01976
chr	NC_007795.1	1882164	1882508	-	3920453	-	SAOUHSC_01977	YP_500474.1	114	-	hypothetical protein SAOUHSC_01977
chr	NC_007795.1	1882577	1883701	-	3920454	-	SAOUHSC_01978	YP_500475.1	374	-	hypothetical protein SAOUHSC_01978
chr	NC_007795.1	1883880	1884344	-	3920455	-	SAOUHSC_01979	YP_500476.1	154	-	hypothetical protein SAOUHSC_01979
chr	NC_007795.1	1884700	1885323	-	3920456	-	SAOUHSC_01980	YP_500477.1	207	-	DNA-binding response regulator
chr	NC_007795.1	1885345	1886457	-	3920457	-	SAOUHSC_01981	YP_500478.1	370	-	sensor histidine kinase
chr	NC_007795.1	1886620	1887441	+	3920458	-	SAOUHSC_01982	YP_500479.1	273	-	ribosomal large subunit pseudouridine synthase D
chr	NC_007795.1	1887904	1889289	-	3920459	fumC	SAOUHSC_01983	YP_500480.1	461	-	fumarate hydratase
chr	NC_007795.1	1889485	1889880	-	3920460	-	SAOUHSC_01984	YP_500481.1	131	-	hypothetical protein SAOUHSC_01984
chr	NC_007795.1	1889999	1890361	+	3920461	-	SAOUHSC_01985	YP_500482.1	120	-	hypothetical protein SAOUHSC_01985
chr	NC_007795.1	1890657	1890809	-	3920462	-	SAOUHSC_01986	YP_500483.1	50	-	hypothetical protein SAOUHSC_01986
chr	NC_007795.1	1890834	1891433	-	3920463	-	SAOUHSC_01987	YP_500484.1	199	-	hypothetical protein SAOUHSC_01987
chr	NC_007795.1	1891592	1892062	-	3921871	-	SAOUHSC_01988	YP_500485.1	156	-	hypothetical protein SAOUHSC_01988
chr	NC_007795.1	1892067	1893209	-	3921872	-	SAOUHSC_01989	YP_500486.1	380	-	hypothetical protein SAOUHSC_01989
chr	NC_007795.1	1893345	1894073	-	3921873	-	SAOUHSC_01990	YP_500487.1	242	-	amino acid ABC transporter ATP-binding protein
chr	NC_007795.1	1894060	1895517	-	3921874	-	SAOUHSC_01991	YP_500488.1	485	-	ABC transporter permease
chr	NC_007795.1	1895775	1896836	-	3921875	-	SAOUHSC_01992	YP_500489.1	353	-	PTS system transporter subunit IIC domain-containing protein
chr	NC_007795.1	1907224	1907670	-	3921877	-	SAOUHSC_01997	YP_500494.1	148	-	ferric uptake regulator-like protein
chr	NC_007795.1	1907767	1908717	-	3921878	-	SAOUHSC_01998	YP_500495.1	316	-	hypothetical protein SAOUHSC_01998
chr	NC_007795.1	1908723	1909178	-	3921879	-	SAOUHSC_01999	YP_500496.1	151	-	hypothetical protein SAOUHSC_01999
chr	NC_007795.1	1909259	1910548	+	3921880	-	SAOUHSC_02000	YP_500497.2	429	-	glutamate-1-semialdehyde aminotransferase
chr	NC_007795.1	1910892	1911935	+	3921881	-	SAOUHSC_02001	YP_500498.1	347	-	hypothetical protein SAOUHSC_02001
chr	NC_007795.1	1912025	1912117	-	3921882	-	SAOUHSC_02002	YP_500499.1	30	-	hypothetical protein SAOUHSC_02002
chr	NC_007795.1	1912126	1913862	-	3921883	-	SAOUHSC_02003	YP_500500.1	578	-	ABC transporter ATP-binding/permease
chr	NC_007795.1	1914153	1914695	-	3921884	-	SAOUHSC_02004	YP_500501.1	180	-	hypothetical protein SAOUHSC_02004
chr	NC_007795.1	1914997	1916034	-	3921885	-	SAOUHSC_02005	YP_500502.1	345	-	A/G-specific adenine glycosylase
chr	NC_007795.1	1916186	1917163	+	3921886	-	SAOUHSC_02006	YP_500503.1	325	-	hypothetical protein SAOUHSC_02006
chr	NC_007795.1	1917424	1918260	-	3921888	-	SAOUHSC_02008	YP_500505.1	278	-	hypothetical protein SAOUHSC_02008
chr	NC_007795.1	1918269	1919786	-	3921889	-	SAOUHSC_02009	YP_500506.1	505	-	hypothetical protein SAOUHSC_02009
chr	NC_007795.1	1919801	1920091	-	3920464	-	SAOUHSC_02010	YP_500507.1	96	-	hypothetical protein SAOUHSC_02010
chr	NC_007795.1	1920093	1920911	-	3920465	recX	SAOUHSC_02011	YP_500508.1	272	-	recombination regulator RecX
chr	NC_007795.1	1921172	1921981	-	3920466	-	SAOUHSC_02012	YP_500509.1	269	-	glycosyltransferase
chr	NC_007795.1	1922322	1922837	-	3920467	-	SAOUHSC_02013	YP_500510.1	171	-	hypothetical protein SAOUHSC_02013
chr	NC_007795.1	1922968	1923129	-	3920468	-	SAOUHSC_02014	YP_500511.1	53	-	hypothetical protein SAOUHSC_02014
chr	NC_007795.1	1923456	1923557	+	3920469	-	SAOUHSC_02015	YP_500512.1	33	-	hypothetical protein SAOUHSC_02015
chr	NC_007795.1	1923883	1924083	-	3920470	-	SAOUHSC_02016	YP_500513.1	66	-	hypothetical protein SAOUHSC_02016
chr	NC_007795.1	1924070	1924180	-	3920471	-	SAOUHSC_02017	YP_500514.1	36	-	hypothetical protein SAOUHSC_02017
chr	NC_007795.1	1924251	1924403	-	3920472	-	SAOUHSC_02018	YP_500515.1	50	-	hypothetical protein SAOUHSC_02018
chr	NC_007795.1	1924647	1926092	-	3920473	-	SAOUHSC_02019	YP_500516.1	481	-	autolysin
chr	NC_007795.1	1926073	1926510	-	3920474	-	SAOUHSC_02020	YP_500517.1	145	-	holin
chr	NC_007795.1	1926566	1926961	-	3920475	-	SAOUHSC_02021	YP_500518.1	131	-	phi ETA orf 63-like protein
chr	NC_007795.1	1926967	1928139	-	3920476	-	SAOUHSC_02022	YP_500519.1	390	-	phage tail fiber protein
chr	NC_007795.1	1928152	1930050	-	3920477	-	SAOUHSC_02023	YP_500520.1	632	-	bifunctional autolysin
chr	NC_007795.1	1930187	1930486	-	3920478	-	SAOUHSC_02025	YP_500521.1	99	-	phi SLT orf 99-like protein
chr	NC_007795.1	1930526	1930699	-	3920479	-	SAOUHSC_02026	YP_500522.1	57	-	phi ETA orf 58-like protein
chr	NC_007795.1	1930703	1931080	-	3920480	-	SAOUHSC_02027	YP_500523.1	125	-	SLT orf 129-like protein
chr	NC_007795.1	1931080	1932903	-	3920481	-	SAOUHSC_02028	YP_500524.1	607	-	phiETA ORF57-like protein
chr	NC_007795.1	1932903	1934813	-	3920482	-	SAOUHSC_02029	YP_500525.1	636	-	phi ETA orf 56-like protein
